t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper
0.01999999,0,0,0,0,0,1,0,0,0,0,-0.8,0
0.03999998,0,0,0.01999999,0,0,1,0,0,0,0,-0.8,0
0.05999998,0,0,0.03999998,0,0,1,0,0,0,0,-0.8,0
0.07999997,0,0,0.05999998,0,0,1,0,0,0,0,-0.8,0
0.09999996,0,0,0.07999997,0,0,1,0,0,0,0,-0.8,0
0.12,0,0,0.09999996,0,0,1,0,0,0,0,-0.8,0
0.14,0,0,0.12,0,0,1,0,0,0,0,-0.8,0
0.1599999,0,0,0.14,0,0,1,0,0,0,0,-0.8,0
0.1799999,0,0,0.16,0,0,1,0,0,0,0,-0.8,0
0.1999999,0,0,0.1799999,0,0,1,0,0,0,0,-0.8,0
0.2199999,0,0,0.1999999,0,0,1,0,0,0,0,-0.8,0
0.2399999,0,0,0.2199999,0,0,1,0,0,0,0,-0.8,0
0.2599999,0,0,0.2399999,0,0,1,0,0,0,0,-0.8,0
0.2799999,0,0,0.2599999,0,0,1,0,0,0,0,-0.8,0
0.2999999,0,0,0.2799999,0,0,1,0,0,0,0,-0.8,0
0.3199999,0,0,0.2999999,0,0,1,0,0,0,0,-0.8,0
0.3399999,0,0,0.3199999,0,0,1,0,0,0,0,-0.8,0
0.3599999,0,0,0.3399999,0,0,1,0,0,0,0,-0.8,0
0.3799999,0,0,0.3599998,0,0,1,0,0,0,0,-0.8,0
0.3999999,0,0,0.3799998,0,0,1,0,0,0,0,-0.8,0
0.4199998,0,0,0.3999998,0,0,1,0,0,0,0,-0.8,0
0.4399998,0,0,0.4199998,0,0,1,0,0,0,0,-0.8,0
0.4599998,0,0,0.4399998,0,0,1,0,0,0,0,-0.8,0
0.4799998,0,0,0.4599997,0,0,1,0,0,0,0,-0.8,0
0.4999998,0,0,0.4799997,0,0,1,0,0,0,0,-0.8,0
0.5199998,0,0,0.4999997,0,0,1,0,0,0,0,-0.8,0
0.5399998,0,0,0.5199997,0,0,1,0,0,0,0,-0.8,0
0.5599998,0,0,0.5399997,0,0,1,0,0,0,0,-0.8,0
0.5799998,0,0,0.5599996,0,0,1,0,0,0,0,-0.8,0
0.5999998,0,0,0.5799996,0,0,1,0,0,0,0,-0.8,0
0.6199998,0,0,0.5999996,0,0,1,0,0,0,0,-0.8,0
0.6399997,0,0,0.6199996,0,0,-1,0,0,0,0,-0.8,0
0.6599998,0,0,0.5999996,0,0,-1,0,0,0,0,-0.8,0
0.6799998,0,0,0.5799996,0,0,-1,0,0,0,0,-0.8,0
0.6999997,0,0,0.5599996,0,0,-1,0,0,0,0,-0.8,0
0.7199997,0,0,0.5399997,0,0,-1,0,0,0,0,-0.8,0
0.7399997,0,0,0.5199997,0,0,-1,0,0,0,0,-0.8,0
0.7599998,0,0,0.4999997,0,0,-1,0,0,0,0,-0.8,0
0.7799997,0,0,0.4799997,0,0,-1,0,0,0,0,-0.8,0
0.7999997,0,0,0.4599997,0,0,-1,0,0,0,0,-0.8,0
0.8199997,0,0,0.4399998,0,0,-1,0,0,0,0,-0.8,0
0.8399997,0,0,0.4199998,0,0,-1,0,0,0,0,-0.8,0
0.8599997,0,0,0.3999998,0,0,-1,0,0,0,0,-0.8,0
0.8799997,0,0,0.3799998,0,0,-1,0,0,0,0,-0.8,0
0.8999997,0,0,0.3599998,0,0,-1,0,0,0,0,-0.8,0
0.9199997,0,0,0.3399999,0,0,-1,0,0,0,0,-0.8,0
0.9399996,0,0,0.3199999,0,0,-1,0,0,0,0,-0.8,0
0.9599997,0,0,0.2999999,0,0,-1,0,0,0,0,-0.8,0
0.9799997,0,0,0.2799999,0,0,-1,0,0,0,0,-0.8,0
0.9999996,0,0,0.2599999,0,0,-1,0,0,0,0,-0.8,0
1.02,0,0,0.2399999,0,0,-1,0,0,0,0,-0.8,0
1.04,0,0,0.2199999,0,0,-1,0,0,0,0,-0.8,0
1.06,0,0,0.1999999,0,0,-1,0,0,0,0,-0.8,0
1.08,0,0,0.1799999,0,0,-1,0,0,0,0,-0.8,0
1.1,0,0,0.16,0,0,-1,0,0,0,0,-0.8,0
1.12,0,0,0.14,0,0,-1,0,0,0,0,-0.8,0
1.14,0,0,0.12,0,0,-1,0,0,0,0,-0.8,0
1.16,0,0,0.09999996,0,0,-1,0,0,0,0,-0.8,0
1.18,0,0,0.07999997,0,0,-1,0,0,0,0,-0.8,0
1.2,0,0,0.05999998,0,0,-1,0,0,0,0,-0.8,0
1.22,0,0,0.03999998,0,0,-1,0,0,0,0,-0.8,0
1.24,0,0,0.01999999,0,0,-1,0,0,0,0,-0.8,0
1.26,0,0,0,0,0,-1,0,0,0,0,-0.8,0
1.279999,0,0,-0.01999999,0,0,-1,0,0,0,0,-0.8,0
1.3,0,0,-0.03999998,0,0,-1,0,0,0,0,-0.8,0
1.32,0,0,-0.05999998,0,0,-1,0,0,0,0,-0.8,0
1.34,0,0,-0.07999997,0,0,-1,0,0,0,0,-0.8,0
1.36,0,0,-0.09999996,0,0,-1,0,0,0,0,-0.8,0
1.38,0,0,-0.12,0,0,-1,0,0,0,0,-0.8,0
1.399999,0,0,-0.14,0,0,-1,0,0,0,0,-0.8,0
1.419999,0,0,-0.16,0,0,-1,0,0,0,0,-0.8,0
1.439999,0,0,-0.1799999,0,0,-1,0,0,0,0,-0.8,0
1.459999,0,0,-0.1999999,0,0,-1,0,0,0,0,-0.8,0
1.479999,0,0,-0.2199999,0,0,-1,0,0,0,0,-0.8,0
1.5,0,0,-0.2399999,0,0,-1,0,0,0,0,-0.8,0
1.52,0,0,-0.2599999,0,0,-1,0,0,0,0,-0.8,0
1.539999,0,0,-0.2799999,0,0,-1,0,0,0,0,-0.8,0
1.559999,0,0,-0.2999999,0,0,-1,0,0,0,0,-0.8,0
1.579999,0,0,-0.3199999,0,0,-1,0,0,0,0,-0.8,0
1.599999,0,0,-0.3399999,0,0,-1,0,0,0,0,-0.8,0
1.619999,0,0,-0.3599998,0,0,-1,0,0,0,0,-0.8,0
1.639999,0,0,-0.3799998,0,0,-1,0,0,0,0,-0.8,0
1.659999,0,0,-0.3999998,0,0,-1,0,0,0,0,-0.8,0
1.679999,0,0,-0.4199998,0,0,-1,0,0,0,0,-0.8,0
1.699999,0,0,-0.4399998,0,0,-1,0,0,0,0,-0.8,0
1.719999,0,0,-0.4599997,0,0,-1,0.009999737,0.09999737,0,0,-0.8,0
1.739999,0,0,-0.4798997,0,0,-0.9950001,0.02985974,0.2985974,0,0,-0.80004,-0.001999947
1.759999,0,0,-0.4995011,0,0,-0.9800702,0.04930235,0.4930235,0,0,-0.8001988,-0.007939892
1.779999,0,0,-0.5186095,0,0,-0.9554191,0.06805728,0.6805729,0,0,-0.8005522,-0.01767332
1.799999,0,0,-0.5370373,0,0,-0.9213904,0.08586501,0.8586501,0,0,-0.8011723,-0.031002
1.819999,0,0,-0.5546064,0,0,-0.8784579,0.1024806,1.024806,0,0,-0.8021259,-0.04767896
1.839999,0,0,-0.5711508,0,0,-0.8272176,0.1176767,1.176767,0,0,-0.8034741,-0.06741221
1.859999,0,0,-0.5865183,0,0,-0.7683793,0.1312468,1.312469,0,0,-0.8052715,-0.08986893
1.879999,0,0,-0.6005735,0,0,-0.7027559,0.1430084,1.430084,0,0,-0.8075651,-0.1146804
1.899999,0,0,-0.6131985,0,0,-0.6312518,0.1528045,1.528045,0,0,-0.810394,-0.1414472
1.919999,0,0,-0.6242955,0,0,-0.5548496,0.1605066,1.605066,0,0,-0.813789,-0.1697449
1.939999,0,0,-0.6337875,0,0,-0.4745963,0.1660159,1.660159,0,0,-0.8177716,-0.1991303
1.959999,0,0,-0.6416192,0,0,-0.3915884,0.1692647,1.692647,0,0,-0.8223545,-0.2291474
1.979999,0,0,-0.6477583,0,0,-0.3069561,0.1702171,1.702171,0,0,-0.8275412,-0.2593339
1.999999,0,0,-0.6521953,0,0,-0.2218475,0.1688695,1.688695,0,0,-0.8333257,-0.289228
2.019999,0,0,-0.6549435,0,0,-0.1374128,0.1652503,1.652503,0,0,-0.8396932,-0.3183743
2.039999,0,0,-0.6560393,0,0,-0.05478765,0.1594195,1.594195,0,0,-0.8466198,-0.3463303
2.059999,0,0,-0.6555409,0,0,0.02492205,0.1514676,1.514676,0,0,-0.8540733,-0.3726729
2.079999,0,0,-0.6535278,0,0,0.1006558,0.1415145,1.415145,0,0,-0.8620133,-0.3970037
2.099999,0,0,-0.6500995,0,0,0.171413,0.1297071,1.297071,0,0,-0.8703924,-0.4189545
2.119999,0,0,-0.6453742,0,0,0.2362666,0.1162179,1.162179,0,0,-0.8791563,-0.4381926
2.139999,0,0,-0.6394867,0,0,0.2943755,0.1012419,1.012419,0,0,-0.8882448,-0.4544251
2.159999,0,0,-0.6325867,0,0,0.3449964,0.08499388,0.8499389,0,0,-0.8975928,-0.4674027
2.179999,0,0,-0.6248369,0,0,0.3874933,0.06770556,0.6770556,0,0,-0.9071313,-0.476923
2.199999,0,0,-0.61641,0,0,0.4213461,0.04962198,0.4962198,0,0,-0.916788,-0.4828334
2.219999,0,0,-0.6074868,0,0,0.446157,0.03099822,0.3099822,0,0,-0.9264886,-0.4850324
2.239999,0,0,-0.5982537,0,0,0.4616562,0.01209567,0.1209567,0,0,-0.9361581,-0.4834715
2.259999,0,0,-0.5888997,0,0,0.467704,0,0,0,0,-0.9457211,-0.4781551
2.279999,0,0,-0.5795456,0,0,0.467704,0,0,0,0,-0.9551312,-0.4705047
2.299999,0,0,-0.5701916,0,0,0.467704,0,0,0,0,-0.9643908,-0.4629766
2.319999,0,0,-0.5608375,0,0,0.467704,0,0,0,0,-0.9735022,-0.455569
2.339999,0,0,-0.5514835,0,0,0.467704,0,0,0,0,-0.9824678,-0.4482799
2.359999,0,0,-0.5421294,0,0,0.467704,0,0,0,0,-0.9912899,-0.4411074
2.379999,0,0,-0.5327753,0,0,0.467704,0,0,0,0,-0.9999709,-0.4340497
2.399999,0,0,-0.5234213,0,0,0.467704,0,0,0,0,-1.008513,-0.4271049
2.419999,0,0,-0.5140672,0,0,0.467704,0,0,0,0,-1.016918,-0.4202712
2.439999,0,0,-0.5047132,0,0,0.467704,0,0,0,0,-1.025189,-0.4135469
2.459999,0,0,-0.4953591,0,0,0.467704,0,0,0,0,-1.033328,-0.4069301
2.479999,0,0,-0.486005,0,0,0.467704,0,0,0,0,-1.041336,-0.4004192
2.499999,0,0,-0.4766509,0,0,0.467704,0,0,0,0,-1.049217,-0.3940125
2.519999,0,0,-0.4672968,0,0,0.467704,0,0,0,0,-1.056971,-0.3877083
2.539999,0,0,-0.4579428,0,0,0.467704,0,0,0,0,-1.064601,-0.381505
2.559999,0,0,-0.4485887,0,0,0.467704,0,0,0,0,-1.072109,-0.3754009
2.579999,0,0,-0.4392346,0,0,0.467704,0,0,0,0,-1.079497,-0.3693945
2.599999,0,0,-0.4298805,0,0,0.467704,0,0,0,0,-1.086767,-0.3634842
2.619999,0,0,-0.4205264,0,0,0.467704,0,0,0,0,-1.09392,-0.3576685
2.639999,0,0,-0.4111723,0,0,0.467704,0,0,0,0,-1.100959,-0.3519458
2.659999,0,0,-0.4018182,0,0,0.467704,0,0,0,0,-1.107885,-0.3463146
2.679999,0,0,-0.3924642,0,0,0.467704,0,0,0,0,-1.114701,-0.3407736
2.699999,0,0,-0.3831101,0,0,0.467704,0,0,0,0,-1.121407,-0.3353212
2.719999,0,0,-0.373756,0,0,0.467704,0,0,0,0,-1.128006,-0.3299561
2.739999,0,0,-0.3644019,0,0,0.467704,0,0,0,0,-1.1345,-0.3246768
2.759999,0,0,-0.3550478,0,0,0.467704,0,0,0,0,-1.140889,-0.319482
2.779999,0,0,-0.3456937,0,0,0.467704,0,0,0,0,-1.147177,-0.3143703
2.799999,0,0,-0.3363397,0,0,0.467704,0,0,0,0,-1.153364,-0.3093404
2.819999,0,0,-0.3269856,0,0,0.467704,0,0,0,0,-1.159451,-0.3043909
2.839999,0,0,-0.3176315,0,0,0.467704,0,0,0,0,-1.165442,-0.2995206
2.859999,0,0,-0.3082774,0,0,0.467704,0,0,0,0,-1.171336,-0.2947283
2.879999,0,0,-0.2989233,0,0,0.467704,0,0,0,0,-1.177137,-0.2900127
2.899999,0,0,-0.2895692,0,0,0.467704,0,0,0,0,-1.182844,-0.2853725
2.919999,0,0,-0.2802151,0,0,0.467704,0,0,0,0,-1.18846,-0.2808065
2.939999,0,0,-0.2708611,0,0,0.467704,0,0,0,0,-1.193987,-0.2763136
2.959999,0,0,-0.261507,0,0,0.467704,0,0,0,0,-1.199424,-0.2718926
2.979999,0,0,-0.2521529,0,0,0.467704,0,0,0,0,-1.204775,-0.2675423
2.999999,0,0,-0.2427988,0,0,0.467704,0,0,0,0,-1.21004,-0.2632616
3.019999,0,0,-0.2334448,0,0,0.467704,0,0,0,0,-1.215221,-0.2590494
3.039999,0,0,-0.2240907,0,0,0.467704,0,0,0,0,-1.22032,-0.2549047
3.059999,0,0,-0.2147366,0,0,0.467704,0,0,0,0,-1.225336,-0.2508262
3.079999,0,0,-0.2053825,0,0,0.467704,0,0,0,0,-1.230272,-0.246813
3.099999,0,0,-0.1960285,0,0,0.467704,0,0,0,0,-1.23513,-0.242864
3.119999,0,0,-0.1866744,0,0,0.467704,0,0,0,0,-1.239909,-0.2389781
3.139999,0,0,-0.1773203,0,0,0.467704,0,0,0,0,-1.244612,-0.2351545
3.159999,0,0,-0.1679663,0,0,0.467704,0,0,0,0,-1.24924,-0.231392
3.179999,0,0,-0.1586122,0,0,0.467704,0,0,0,0,-1.253794,-0.2276898
3.199999,0,0,-0.1492581,0,0,0.467704,0,0,0,0,-1.258275,-0.2240467
3.219999,0,0,-0.1399041,0,0,0.467704,0,0,0,0,-1.262684,-0.220462
3.239999,0,0,-0.13055,0,0,0.467704,0,0,0,0,-1.267023,-0.2169346
3.259999,0,0,-0.1211959,0,0,0.467704,0,0,0,0,-1.271292,-0.2134636
3.279999,0,0,-0.1118418,0,0,0.467704,0,0,0,0,-1.275493,-0.2100482
3.299999,0,0,-0.1024878,0,0,0.467704,0,0,0,0,-1.279627,-0.2066875
3.319999,0,0,-0.09313367,0,0,0.467704,0,0,0,0,-1.283694,-0.2033805
3.339999,0,0,-0.0837796,0,0,0.467704,0,0,0,0,-1.287697,-0.2001264
3.359999,0,0,-0.07442552,0,0,0.467704,0,0,0,0,-1.291635,-0.1969243
3.379999,0,0,-0.06507144,0,0,0.467704,0,0,0,0,-1.295511,-0.1937736
3.399999,0,0,-0.05571736,0,0,0.467704,0,0,0,0,-1.299324,-0.1906732
3.419999,0,0,-0.04636329,0,0,0.467704,0,0,0,0,-1.303077,-0.1876224
